ServiceNo,Operator,Direction,StopSequence,BusStopCode
51,SBST,1,41,06171
51,SBST,1,42,06161
51,SBST,1,43,06151
51,SBST,1,44,06141
51,SBST,1,45,10221
51,SBST,1,46,10231
51,SBST,1,47,10241
51,SBST,1,48,10261
51,SBST,1,49,10271
51,SBST,1,50,10281
51,SBST,1,51,10291
51,SBST,1,52,11131
51,SBST,1,53,11141
51,SBST,1,54,11151
51,SBST,1,55,11059
51,SBST,1,56,11049
51,SBST,1,57,11039
51,SBST,1,58,11029
51,SBST,1,59,11519
51,SBST,1,60,18019
51,SBST,1,61,15059
51,SBST,1,62,15049
51,SBST,1,63,15141
51,SBST,1,64,15151
51,SBST,1,65,15161
51,SBST,1,66,15191
51,SBST,1,67,15201
51,SBST,1,68,15221
51,SBST,1,69,16201
51,SBST,1,70,16011
51,SBST,1,71,16021
51,SBST,1,72,16031
51,SBST,1,73,16041
51,SBST,1,74,16051
51,SBST,1,75,16061
51,SBST,1,76,16071
51,SBST,1,77,16081
51,SBST,1,78,17011
51,SBST,1,79,17021
51,SBST,1,80,17381
51,SBST,1,81,17031
51,SBST,1,82,17041
51,SBST,1,83,17061
51,SBST,1,84,17071
51,SBST,1,85,20291
51,SBST,1,86,20281
51,SBST,1,87,20131
51,SBST,1,88,20141
51,SBST,1,89,20199
51,SBST,1,90,20189
51,SBST,1,91,20261
51,SBST,1,92,20271
51,SBST,1,93,28221
51,SBST,1,94,28231
51,SBST,1,95,28241
51,SBST,1,96,28439
51,SBST,1,97,28211
51,SBST,1,98,28009
51,SBST,2,1,28009
51,SBST,2,2,28301
51,SBST,2,3,28431
51,SBST,2,4,28249
51,SBST,2,5,28239
51,SBST,2,6,28229
51,SBST,2,7,20269
51,SBST,2,8,20181
51,SBST,2,9,20191
51,SBST,2,10,20149
51,SBST,2,11,20139
51,SBST,2,12,20289
51,SBST,2,13,20299
51,SBST,2,14,17079
51,SBST,2,15,17069
51,SBST,2,16,17049
51,SBST,2,17,17039
51,SBST,2,18,17389
51,SBST,2,19,17029
51,SBST,2,20,17019
51,SBST,2,21,16089
51,SBST,2,22,16079
51,SBST,2,23,16069
51,SBST,2,24,16059
51,SBST,2,25,16049
51,SBST,2,26,16039
51,SBST,2,27,16029
51,SBST,2,28,16019
51,SBST,2,29,16209
51,SBST,2,30,15229
51,SBST,2,31,15219
51,SBST,2,32,15209
51,SBST,2,33,15199
51,SBST,2,34,15169
51,SBST,2,35,15159
51,SBST,2,36,15149
51,SBST,2,37,15041
51,SBST,2,38,15051
51,SBST,2,39,18011
51,SBST,2,40,11511
51,SBST,2,41,11021
51,SBST,2,42,11031
51,SBST,2,43,11041
51,SBST,2,44,11051
51,SBST,2,45,11159
51,SBST,2,46,11149
51,SBST,2,47,11139
51,SBST,2,48,10299
51,SBST,2,49,10289
51,SBST,2,50,10279
51,SBST,2,51,10269
51,SBST,2,52,10249
51,SBST,2,53,10239
51,SBST,2,54,10229
51,SBST,2,55,06149
51,SBST,2,56,06159
51,SBST,2,57,06169
51,SBST,2,58,06189
51,SBST,2,59,05023
51,SBST,2,60,04222
51,SBST,2,61,04142
51,SBST,2,62,01012
51,SBST,2,63,01113
51,SBST,2,64,01121
51,SBST,2,65,01211
51,SBST,2,66,01311
51,SBST,2,67,80011
51,SBST,2,68,80031
51,SBST,2,69,80051
51,SBST,2,70,80071
51,SBST,2,71,80091
51,SBST,2,72,81011
51,SBST,2,73,81031
51,SBST,2,74,81051
51,SBST,2,75,82011
51,SBST,2,76,82032
51,SBST,2,77,82061
51,SBST,2,78,83101
51,SBST,2,79,83111
51,SBST,2,80,72011
51,SBST,2,81,71099
51,SBST,2,82,71089
51,SBST,2,83,71079
51,SBST,2,84,71069
51,SBST,2,85,71059
51,SBST,2,86,62249
51,SBST,2,87,62239
51,SBST,2,88,63109
51,SBST,2,89,63099
51,SBST,2,90,63089
51,SBST,2,91,63079
51,SBST,2,92,63241
51,SBST,2,93,63061
51,SBST,2,94,64011
51,SBST,2,95,64009
513,SBST,1,1,75129
513,SBST,1,2,75139
513,SBST,1,3,75161
513,SBST,1,4,75201
513,SBST,1,5,75109
513,SBST,1,6,75039
513,SBST,1,7,75241
513,SBST,1,8,75231
513,SBST,1,9,75221
513,SBST,1,10,75051
513,SBST,1,19,03539
513,SBST,1,20,03529
513,SBST,1,21,03129
513,SBST,1,22,03218
513,SBST,2,1,03222
513,SBST,2,2,03111
513,SBST,2,3,03071
513,SBST,2,5,03381
513,SBST,2,6,03391
513,SBST,2,15,75059
513,SBST,2,16,75229
513,SBST,2,17,75239
513,SBST,2,18,75249
513,SBST,2,19,75031
513,SBST,2,20,75101
513,SBST,2,21,75209
513,SBST,2,22,75169
513,SBST,2,23,75131
513,SBST,2,24,75121
518,GAS,1,1,77009
518,GAS,1,2,77191
518,GAS,1,3,77201
518,GAS,1,4,77211
518,GAS,1,5,77251
518,GAS,1,6,77261
518,GAS,1,7,77271
518,GAS,1,8,77289
518,GAS,1,9,77239
518,GAS,1,10,77249
518,GAS,1,11,78049
518,GAS,1,12,77019
518,GAS,1,13,77029
518,GAS,1,14,77039
518,GAS,1,15,77049
518,GAS,1,16,77059
518,GAS,1,17,78069
518,GAS,1,18,78059
518,GAS,1,19,98099
518,GAS,1,20,98019
518,GAS,1,21,76249
518,GAS,1,22,76239
518,GAS,1,23,76039
518,GAS,1,24,76109
518,GAS,1,25,76099
518,GAS,1,26,76089
518,GAS,1,27,76079
518,GAS,1,28,75059
518,GAS,1,29,75229
518,GAS,1,30,75239
518,GAS,1,31,75249
518,GAS,1,32,75259
518,GAS,1,33,84459
518,GAS,1,34,84539
518,GAS,1,37,50129
518,GAS,1,38,50119
518,GAS,1,39,50069
518,GAS,1,41,40189
518,GAS,1,42,40179
518,GAS,1,43,09219
518,GAS,1,44,09047
518,GAS,1,45,09037
518,GAS,1,46,08138
518,GAS,1,47,08057
518,GAS,1,48,08069
518,GAS,1,49,04179
518,GAS,1,50,02049
518,GAS,1,51,02151
518,GAS,1,52,02161
518,GAS,1,53,02171
518,GAS,1,54,03509
518,GAS,1,55,03519
518,GAS,1,60,84451
518,GAS,1,61,75251
518,GAS,1,62,75241
518,GAS,1,63,75231
518,GAS,1,64,75221
518,GAS,1,65,75051
518,GAS,1,66,76071
518,GAS,1,67,76081
518,GAS,1,68,76091
518,GAS,1,69,76101
518,GAS,1,70,76031
518,GAS,1,71,76231
518,GAS,1,72,76241
518,GAS,1,73,98011
518,GAS,1,74,98091
518,GAS,1,75,78051
518,GAS,1,76,78061
518,GAS,1,77,77051
518,GAS,1,78,77041
518,GAS,1,79,77031
518,GAS,1,80,77021
518,GAS,1,81,77011
518,GAS,1,82,77241
518,GAS,1,83,77231
518,GAS,1,84,77281
518,GAS,1,85,77279
518,GAS,1,86,77269
518,GAS,1,87,77259
518,GAS,1,88,77219
518,GAS,1,89,77209
518,GAS,1,90,77199
518,GAS,1,91,77009
518A,GAS,1,1,77009
518A,GAS,1,2,77191
518A,GAS,1,3,77201
518A,GAS,1,4,77211
518A,GAS,1,5,77251
518A,GAS,1,6,77261
518A,GAS,1,7,77271
518A,GAS,1,8,77289
518A,GAS,1,9,77239
518A,GAS,1,10,77249
518A,GAS,1,11,78049
518A,GAS,1,12,77019
518A,GAS,1,13,77029
518A,GAS,1,14,77039
518A,GAS,1,15,77049
518A,GAS,1,16,77059
518A,GAS,1,17,78069
518A,GAS,1,18,78059
518A,GAS,1,19,98099
518A,GAS,1,20,98019
518A,GAS,1,23,50129
518A,GAS,1,24,50119
518A,GAS,1,25,50069
518A,GAS,1,27,40189
518A,GAS,1,28,40179
518A,GAS,1,29,09219
518A,GAS,1,30,09047
518A,GAS,1,31,09037
518A,GAS,1,32,08138
518A,GAS,1,33,08057
518A,GAS,1,34,08069
518A,GAS,1,35,04179
518A,GAS,1,36,02049
518A,GAS,1,37,02151
518A,GAS,1,38,02161
518A,GAS,1,39,02171
518A,GAS,1,40,03509
518A,GAS,1,41,03519
51A,SBST,1,1,28009
51A,SBST,1,2,28301
51A,SBST,1,3,28431
51A,SBST,1,4,28249
51A,SBST,1,5,28239
51A,SBST,1,6,28229
51A,SBST,1,7,20269
51A,SBST,1,8,20181
51A,SBST,1,9,20191
52,SBST,1,1,53009
52,SBST,1,2,53221
52,SBST,1,3,53239
52,SBST,1,4,53391
52,SBST,1,5,53381
52,SBST,1,6,53371
52,SBST,1,7,53321
52,SBST,1,8,53331
52,SBST,1,9,53341
52,SBST,1,10,53351
52,SBST,1,11,53361
52,SBST,1,12,53069
52,SBST,1,13,53059
52,SBST,1,14,53049
52,SBST,1,15,53039
52,SBST,1,16,53029
52,SBST,1,17,53019
52,SBST,1,18,51079
52,SBST,1,19,51119
52,SBST,1,20,41169
52,SBST,1,21,42089
52,SBST,1,22,42149
52,SBST,1,23,12109
52,SBST,1,24,12099
52,SBST,1,25,12089
52,SBST,1,26,12079
52,SBST,1,27,12069
52,SBST,1,28,17119
52,SBST,1,29,17109
52,SBST,1,30,17151
52,SBST,1,31,17161
52,SBST,1,32,17171
52,SBST,1,33,17181
52,SBST,1,34,20101
52,SBST,1,35,28011
52,SBST,1,36,28021
52,SBST,1,37,28031
52,SBST,1,38,28041
52,SBST,1,39,28659
52,SBST,1,40,28649
52,SBST,1,41,28639
52,SBST,1,42,28319
52,SBST,1,43,28449
52,SBST,1,44,28211
52,SBST,1,45,28009
52,SBST,2,1,28009
52,SBST,2,2,28441
52,SBST,2,3,28311
52,SBST,2,4,28631
52,SBST,2,5,28641
52,SBST,2,6,28651
52,SBST,2,7,28049
52,SBST,2,8,28039
52,SBST,2,9,28029
52,SBST,2,10,28019
52,SBST,2,11,20109
52,SBST,2,12,17189
52,SBST,2,13,17179
52,SBST,2,14,17169
52,SBST,2,15,17159
52,SBST,2,16,17101
52,SBST,2,17,17111
52,SBST,2,18,12061
52,SBST,2,19,12071
52,SBST,2,20,12081
52,SBST,2,21,12091
52,SBST,2,22,12101
52,SBST,2,23,42141
52,SBST,2,24,42071
52,SBST,2,25,42259
52,SBST,2,26,41161
52,SBST,2,27,51111
52,SBST,2,28,51071
52,SBST,2,29,53011
52,SBST,2,30,53021
52,SBST,2,31,53041
52,SBST,2,32,53051
52,SBST,2,33,53061
52,SBST,2,34,53369
52,SBST,2,35,53359
52,SBST,2,36,53349
52,SBST,2,37,53339
52,SBST,2,38,53329
52,SBST,2,39,53379
52,SBST,2,40,53389
52,SBST,2,41,53399
52,SBST,2,42,53231
52,SBST,2,43,53229
52,SBST,2,44,53009
53,SBST,1,1,53009
53,SBST,1,2,53261
53,SBST,1,3,53249
53,SBST,1,4,54539
53,SBST,1,5,54101
53,SBST,1,6,66091
53,SBST,1,7,66031
53,SBST,1,8,66041
53,SBST,1,9,66051
53,SBST,1,10,66379
53,SBST,1,11,66359
53,SBST,1,12,62141
53,SBST,1,13,62059
53,SBST,1,14,62229
53,SBST,1,15,63309
53,SBST,1,16,63299
53,SBST,1,17,63289
53,SBST,1,18,63279
53,SBST,1,19,63269
53,SBST,1,20,63131
53,SBST,1,21,64201
53,SBST,1,22,64211
53,SBST,1,23,64221
53,SBST,1,24,64131
53,SBST,1,27,77339
53,SBST,1,28,77289
53,SBST,1,29,77239
53,SBST,1,30,77249
53,SBST,1,31,78049
53,SBST,1,32,77019
53,SBST,1,33,77029
53,SBST,1,34,77039
53,SBST,1,35,77049
53,SBST,1,36,77059
53,SBST,1,37,78069
53,SBST,1,38,78059
53,SBST,1,39,98099
53,SBST,1,40,98019
53,SBST,1,42,95151
53,SBST,1,43,95011
53,SBST,1,44,95109
53,SBST,1,45,95029
53,SBST,1,46,95129
53,SBST,1,47,95019
53,SBST,1,48,95159
53,SBST,1,50,98011
53,SBST,1,51,98091
53,SBST,1,52,78051
53,SBST,1,53,78061
53,SBST,1,54,77051
53,SBST,1,55,77041
53,SBST,1,56,77031
53,SBST,1,57,77021
53,SBST,1,58,77011
53,SBST,1,59,77241
53,SBST,1,60,77231
53,SBST,1,61,77281
53,SBST,1,62,77331
53,SBST,1,65,64229
53,SBST,1,66,64219
53,SBST,1,67,64209
53,SBST,1,68,63139
53,SBST,1,69,63261
53,SBST,1,70,63271
53,SBST,1,71,63281
53,SBST,1,72,63291
53,SBST,1,73,63301
53,SBST,1,74,62221
53,SBST,1,75,62051
53,SBST,1,76,62149
53,SBST,1,77,66351
53,SBST,1,78,66371
53,SBST,1,79,66059
53,SBST,1,80,66049
53,SBST,1,81,66039
53,SBST,1,82,66099
53,SBST,1,83,54109
53,SBST,1,84,54531
53,SBST,1,85,53241
53,SBST,1,86,53269
53,SBST,1,87,53009
53A,SBST,1,1,77289
53A,SBST,1,2,77239
53A,SBST,1,3,77249
53A,SBST,1,4,78049
53A,SBST,1,5,77019
53A,SBST,1,6,77029
53A,SBST,1,7,77039
53A,SBST,1,8,77049
53A,SBST,1,9,77059
53A,SBST,1,10,78069
53A,SBST,1,11,78059
53A,SBST,1,12,98099
53A,SBST,1,13,98019
53A,SBST,1,15,95151
53A,SBST,1,16,95011
53A,SBST,1,17,95109
53A,SBST,1,18,95029
53A,SBST,1,19,95129
53M,SBST,1,1,63261
53M,SBST,1,2,63271
53M,SBST,1,3,63281
53M,SBST,1,4,63291
53M,SBST,1,5,63301
53M,SBST,1,6,62221
53M,SBST,1,7,62051
53M,SBST,1,8,63141
53M,SBST,1,9,66379
53M,SBST,1,10,66359
53M,SBST,1,11,62141
53M,SBST,1,12,62059
53M,SBST,1,13,62229
53M,SBST,1,14,63309
53M,SBST,1,15,63299
53M,SBST,1,16,63289
53M,SBST,1,17,63279
53M,SBST,1,18,63269
54,SBST,1,1,53009
54,SBST,1,2,53279
54,SBST,1,3,53289
54,SBST,1,4,53251
54,SBST,1,5,53221
54,SBST,1,6,53239
54,SBST,1,7,53391
54,SBST,1,8,53381
54,SBST,1,9,53371
54,SBST,1,10,53159
54,SBST,1,11,53149
54,SBST,1,12,53139
54,SBST,1,13,53129
54,SBST,1,14,53119
54,SBST,1,15,51089
54,SBST,1,16,51059
54,SBST,1,17,51049
54,SBST,1,18,51039
54,SBST,1,19,51029
54,SBST,1,20,51019
54,SBST,1,21,50059
54,SBST,1,22,50049
54,SBST,1,23,50037
54,SBST,1,24,50069
54,SBST,1,25,40129
54,SBST,1,26,40189
54,SBST,1,27,40179
54,SBST,1,28,09219
54,SBST,1,29,13199
54,SBST,1,30,13159
54,SBST,1,31,13071
54,SBST,1,32,13081
54,SBST,1,33,13091
54,SBST,1,34,13101
54,SBST,1,35,04339
54,SBST,1,36,04219
54,SBST,1,37,04239
54,SBST,1,38,05059
54,SBST,1,39,05049
54,SBST,1,40,05039
54,SBST,1,41,05019
54,SBST,1,42,10011
54,SBST,1,43,10041
54,SBST,1,44,10499
54,SBST,2,1,10499
54,SBST,2,2,10049
54,SBST,2,3,10017
54,SBST,2,4,05012
54,SBST,2,5,05022
54,SBST,2,6,04222
54,SBST,2,7,04211
54,SBST,2,8,04331
54,SBST,2,9,13109
54,SBST,2,10,13099
54,SBST,2,11,13089
54,SBST,2,12,13079
54,SBST,2,13,13141
54,SBST,2,14,13191
54,SBST,2,15,09212
54,SBST,2,16,40171
54,SBST,2,17,40181
54,SBST,2,18,40121
54,SBST,2,19,50061
54,SBST,2,20,50031
54,SBST,2,21,50041
54,SBST,2,22,50051
54,SBST,2,23,51011
54,SBST,2,24,51021
54,SBST,2,25,51031
54,SBST,2,26,51051
54,SBST,2,27,51081
54,SBST,2,28,53111
54,SBST,2,29,53121
54,SBST,2,30,53131
54,SBST,2,31,53141
54,SBST,2,32,53151
54,SBST,2,33,53379
54,SBST,2,34,53389
54,SBST,2,35,53399
54,SBST,2,36,53231
54,SBST,2,37,53229
54,SBST,2,38,53259
54,SBST,2,39,53281
54,SBST,2,40,53271
54,SBST,2,41,53009
55,SBST,1,1,53009
55,SBST,1,2,53221
55,SBST,1,3,53239
55,SBST,1,4,53249
55,SBST,1,5,54539
55,SBST,1,6,54601
55,SBST,1,7,54371
55,SBST,1,8,54381
55,SBST,1,9,54291
55,SBST,1,10,54301
55,SBST,1,11,66341
55,SBST,1,12,66331
55,SBST,1,13,66101
55,SBST,1,14,63311
55,SBST,1,15,63321
55,SBST,1,16,63331
55,SBST,1,17,63341
55,SBST,1,18,63249
55,SBST,1,19,63071
55,SBST,1,20,63081
55,SBST,1,21,63091
55,SBST,1,22,63101
55,SBST,1,23,62231
55,SBST,1,24,62241
55,SBST,1,25,71051
55,SBST,1,26,71061
55,SBST,1,27,71071
55,SBST,1,28,71081
55,SBST,1,29,71091
55,SBST,1,30,72019
55,SBST,1,31,83119
55,SBST,1,32,83109
55,SBST,1,33,83299
55,SBST,1,34,83319
55,SBST,1,35,83309
55,SBST,1,36,92279
55,SBST,1,37,92061
55,SBST,1,38,92071
55,SBST,1,39,92081
55,SBST,1,40,93011
55,SBST,1,41,93021
55,SBST,1,42,93031
55,SBST,1,43,93041
55,SBST,1,44,93139
55,SBST,1,45,94011
55,SBST,1,46,94021
55,SBST,1,47,94031
55,SBST,1,48,94041
55,SBST,1,49,94051
55,SBST,1,50,94061
55,SBST,1,51,94009
55,SBST,2,1,94009
55,SBST,2,2,94069
55,SBST,2,3,94059
55,SBST,2,4,94049
55,SBST,2,5,94089
55,SBST,2,6,94039
55,SBST,2,7,94029
55,SBST,2,8,94019
55,SBST,2,9,93131
55,SBST,2,10,93049
55,SBST,2,11,93039
55,SBST,2,12,93201
55,SBST,2,13,93029
55,SBST,2,14,93019
55,SBST,2,15,92089
55,SBST,2,16,92079
55,SBST,2,17,92271
55,SBST,2,18,83301
55,SBST,2,19,83311
55,SBST,2,20,83291
55,SBST,2,21,83101
55,SBST,2,22,83111
55,SBST,2,23,72011
55,SBST,2,24,71099
55,SBST,2,25,71089
55,SBST,2,26,71079
55,SBST,2,27,71069
55,SBST,2,28,71059
55,SBST,2,29,62249
55,SBST,2,30,62239
55,SBST,2,31,63109
55,SBST,2,32,63099
55,SBST,2,33,63089
55,SBST,2,34,63079
55,SBST,2,35,63241
55,SBST,2,36,63349
55,SBST,2,37,63339
55,SBST,2,38,63329
55,SBST,2,39,63319
55,SBST,2,40,66109
55,SBST,2,41,66339
55,SBST,2,42,66349
55,SBST,2,43,54309
55,SBST,2,44,54299
55,SBST,2,45,54389
55,SBST,2,46,54379
55,SBST,2,47,54609
55,SBST,2,48,54531
55,SBST,2,49,53241
55,SBST,2,50,53231
55,SBST,2,51,53229
55,SBST,2,52,53009
55B,SBST,1,1,53009
55B,SBST,1,2,53221
55B,SBST,1,3,53239
55B,SBST,1,4,53249
55B,SBST,1,5,54539
55B,SBST,1,6,54601
55B,SBST,1,7,54371
55B,SBST,1,8,54381
56,SBST,1,1,53009
56,SBST,1,2,53279
56,SBST,1,3,53289
56,SBST,1,4,53251
56,SBST,1,5,53221
56,SBST,1,6,53211
56,SBST,1,7,52021
56,SBST,1,8,52031
56,SBST,1,9,52361
56,SBST,1,10,52279
56,SBST,1,11,52239
56,SBST,1,12,52189
56,SBST,1,13,52079
56,SBST,1,14,50059
56,SBST,1,15,50049
56,SBST,1,16,50038
56,SBST,1,17,50029
56,SBST,1,18,50019
56,SBST,1,19,40109
56,SBST,1,20,40019
56,SBST,1,21,07539
56,SBST,1,22,07518
56,SBST,1,23,07569
56,SBST,1,24,01639
56,SBST,1,25,01619
56,SBST,1,26,02089
56,SBST,1,27,02099
56,SBST,2,1,02099
56,SBST,2,2,02101
56,SBST,2,3,02051
56,SBST,2,4,02061
56,SBST,2,5,01611
56,SBST,2,6,01631
56,SBST,2,7,07561
56,SBST,2,8,07571
56,SBST,2,9,07021
56,SBST,2,10,40011
56,SBST,2,11,40101
56,SBST,2,12,50011
56,SBST,2,13,50021
56,SBST,2,14,50031
56,SBST,2,15,50041
56,SBST,2,16,50051
56,SBST,2,17,51011
56,SBST,2,18,52071
56,SBST,2,19,52181
56,SBST,2,20,52231
56,SBST,2,21,52271
56,SBST,2,22,52369
56,SBST,2,23,52039
56,SBST,2,24,53219
56,SBST,2,25,53229
56,SBST,2,26,53259
56,SBST,2,27,53281
56,SBST,2,28,53271
56,SBST,2,29,53009
57,SBST,1,1,53009
57,SBST,1,2,53221
57,SBST,1,3,53211
57,SBST,1,4,52021
57,SBST,1,5,52031
57,SBST,1,6,52361
57,SBST,1,7,52351
57,SBST,1,8,52341
57,SBST,1,9,52331
57,SBST,1,10,52321
57,SBST,1,11,52501
57,SBST,1,12,52079
57,SBST,1,13,50059
57,SBST,1,14,50049
57,SBST,1,15,50038
57,SBST,1,16,50029
57,SBST,1,17,50019
57,SBST,1,18,40109
57,SBST,1,19,40019
57,SBST,1,20,07539
57,SBST,1,21,07589
57,SBST,1,22,01559
57,SBST,1,23,01519
57,SBST,1,24,01629
57,SBST,1,25,01619
57,SBST,1,26,02119
57,SBST,1,27,03019
57,SBST,1,28,03059
57,SBST,1,29,03129
57,SBST,1,30,03217
57,SBST,1,31,05649
57,SBST,1,32,14061
57,SBST,1,33,14071
57,SBST,1,34,14081
57,SBST,1,35,14101
57,SBST,1,36,14141
57,SBST,1,37,14121
57,SBST,1,38,14131
57,SBST,1,39,14151
57,SBST,1,40,14161
57,SBST,1,41,14171
57,SBST,1,42,15041
57,SBST,1,43,15051
57,SBST,1,45,14369
57,SBST,1,46,14219
57,SBST,1,47,14209
57,SBST,1,48,14199
57,SBST,1,49,10331
57,SBST,1,50,10009
57,SBST,2,1,10009
57,SBST,2,2,10339
57,SBST,2,3,14241
57,SBST,2,4,14191
57,SBST,2,5,14201
57,SBST,2,6,14471
57,SBST,2,7,14211
57,SBST,2,8,18019
57,SBST,2,9,15059
57,SBST,2,10,15049
57,SBST,2,11,14189
57,SBST,2,12,14179
57,SBST,2,13,14169
57,SBST,2,14,14159
57,SBST,2,15,14139
57,SBST,2,16,14129
57,SBST,2,17,14119
57,SBST,2,18,14109
57,SBST,2,19,14089
57,SBST,2,20,14069
57,SBST,2,21,05641
57,SBST,2,22,03223
57,SBST,2,23,03151
57,SBST,2,24,03021
57,SBST,2,25,03011
57,SBST,2,26,02111
57,SBST,2,27,01611
57,SBST,2,28,01621
57,SBST,2,29,01541
57,SBST,2,30,07551
57,SBST,2,31,07531
57,SBST,2,32,40011
57,SBST,2,33,40101
57,SBST,2,34,50011
57,SBST,2,35,50021
57,SBST,2,36,50031
57,SBST,2,37,50041
57,SBST,2,38,50051
57,SBST,2,39,51011
57,SBST,2,40,52071
57,SBST,2,41,52509
57,SBST,2,42,52329
57,SBST,2,43,52339
57,SBST,2,44,52349
57,SBST,2,45,52369
57,SBST,2,46,52039
57,SBST,2,47,53219
57,SBST,2,48,53229
57,SBST,2,49,53009
58,SBST,1,1,53009
58,SBST,1,2,53221
58,SBST,1,3,53239
58,SBST,1,4,53249
58,SBST,1,5,54539
58,SBST,1,6,54101
58,SBST,1,7,66091
58,SBST,1,8,66391
58,SBST,1,9,66401
58,SBST,1,10,66411
58,SBST,1,11,66389
58,SBST,1,12,62131
58,SBST,1,13,62141
58,SBST,1,14,62059
58,SBST,1,15,62049
58,SBST,1,16,62039
58,SBST,1,17,62029
58,SBST,1,18,62019
58,SBST,1,19,70309
58,SBST,1,20,70299
58,SBST,1,21,70289
58,SBST,1,22,70279
58,SBST,1,23,70091
58,SBST,1,24,70081
58,SBST,1,25,70071
58,SBST,1,26,71081
58,SBST,1,27,72059
58,SBST,1,28,72049
58,SBST,1,29,72039
58,SBST,1,30,84709
58,SBST,1,31,84489
58,SBST,1,32,75401
58,SBST,1,33,75411
58,SBST,1,34,75371
58,SBST,1,35,75291
58,SBST,1,36,75311
58,SBST,1,37,75361
58,SBST,1,38,75351
58,SBST,1,39,77339
58,SBST,1,40,77279
58,SBST,1,41,77269
58,SBST,1,42,77259
58,SBST,1,43,77219
58,SBST,1,44,77209
58,SBST,1,45,77199
58,SBST,1,46,77009
58,SBST,2,1,77009
58,SBST,2,2,77191
58,SBST,2,3,77201
58,SBST,2,4,77211
58,SBST,2,5,77251
58,SBST,2,6,77261
58,SBST,2,7,77271
58,SBST,2,8,77331
58,SBST,2,9,75359
58,SBST,2,10,75369
58,SBST,2,11,75319
58,SBST,2,12,75299
58,SBST,2,13,75379
58,SBST,2,14,75419
58,SBST,2,15,75409
58,SBST,2,16,84481
58,SBST,2,17,84701
58,SBST,2,18,72031
58,SBST,2,19,72041
58,SBST,2,20,72051
58,SBST,2,21,71089
58,SBST,2,22,70079
58,SBST,2,23,70089
58,SBST,2,24,70099
58,SBST,2,25,70271
58,SBST,2,26,70281
58,SBST,2,27,70291
58,SBST,2,28,70301
58,SBST,2,29,62011
58,SBST,2,30,62021
58,SBST,2,31,62031
58,SBST,2,32,62041
58,SBST,2,33,62051
58,SBST,2,34,62149
58,SBST,2,35,62139
58,SBST,2,36,66381
58,SBST,2,37,66419
58,SBST,2,38,66409
58,SBST,2,39,66399
58,SBST,2,40,66099
58,SBST,2,41,54109
58,SBST,2,42,54531
58,SBST,2,43,53241
58,SBST,2,44,53231
58,SBST,2,45,53229
58,SBST,2,46,53009
58A,SBST,1,1,62131
58A,SBST,1,2,62141
58A,SBST,1,3,62059
58A,SBST,1,4,62049
58A,SBST,1,5,62039
58A,SBST,1,6,62029
58A,SBST,1,7,62019
58A,SBST,1,8,70309
58A,SBST,1,9,70299
58A,SBST,1,10,70289
58A,SBST,1,11,70279
58A,SBST,1,12,70091
58A,SBST,1,13,70081
58A,SBST,1,14,70071
58A,SBST,1,15,71081
58A,SBST,1,16,72059
58A,SBST,1,17,72049
58A,SBST,1,18,72039
58A,SBST,1,19,84709
58A,SBST,1,20,84489
58A,SBST,1,21,75401
58A,SBST,1,22,75411
58A,SBST,1,23,75371
58A,SBST,1,24,75291
58A,SBST,1,25,75311
58A,SBST,1,26,75361
58A,SBST,1,27,75351
58B,SBST,1,1,77009
58B,SBST,1,2,77191
58B,SBST,1,3,77201
58B,SBST,1,4,77211
58B,SBST,1,5,77251
58B,SBST,1,6,77261
58B,SBST,1,7,77271
58B,SBST,1,8,77331
58B,SBST,1,9,75359
58B,SBST,1,10,75369
58B,SBST,1,11,75319
58B,SBST,1,12,75299
58B,SBST,1,13,75379
58B,SBST,1,14,84481
58B,SBST,1,15,84701
58B,SBST,1,16,72031
58B,SBST,1,17,72041
58B,SBST,1,18,72051
58B,SBST,1,19,71089
58B,SBST,1,20,70079
58B,SBST,1,21,70089
58B,SBST,1,22,70099
58B,SBST,1,23,70271
58B,SBST,1,24,70281
59,SBST,1,1,53009
59,SBST,1,2,53221
59,SBST,1,3,53211
59,SBST,1,4,52021
59,SBST,1,5,52031
59,SBST,1,6,52361
59,SBST,1,7,52449
59,SBST,1,8,52179
59,SBST,1,9,52169
59,SBST,1,10,52159
59,SBST,1,11,52149
59,SBST,1,12,52139
59,SBST,1,13,52509
59,SBST,1,14,52329
59,SBST,1,17,72011
59,SBST,1,18,71099
59,SBST,1,19,72059
59,SBST,1,20,72049
59,SBST,1,21,72039
59,SBST,1,22,84709
59,SBST,1,23,84489
59,SBST,1,24,84461
59,SBST,1,25,84471
59,SBST,1,26,84621
59,SBST,1,27,84611
59,SBST,1,28,84631
59,SBST,1,29,84601
59,SBST,1,30,75341
59,SBST,1,31,75061
59,SBST,1,32,75051
59,SBST,1,33,76071
59,SBST,1,34,76081
59,SBST,1,35,76091
59,SBST,1,36,76101
59,SBST,1,37,76031
59,SBST,1,38,76231
59,SBST,1,39,76241
59,SBST,1,40,98011
59,SBST,1,41,98021
59,SBST,1,42,98031
59,SBST,1,43,98041
59,SBST,1,44,98231
59,SBST,1,45,98051
59,SBST,1,46,98061
59,SBST,1,47,98071
59,SBST,1,48,99011
59,SBST,1,49,99021
59,SBST,1,50,99031
59,SBST,1,51,99041
59,SBST,1,52,99139
59,SBST,1,53,99009
